les,el
miserables,miserables
victor,Victor
volume,volumen
fantine,Fantine
preface,Prefacio
long,largo
exist,Existen
virtue,virtud
law,Ley
custom,personalizado
decrees,decretos
damnation,Damnation
society,sociedad
artificially,artificialmente
creating,crear
hells,infiernos
civilization,civilización
earth,tierra
adding,Agregar
element,elemento
human,humano
fate,destino
divine,divina
destiny,destino
long,largo
great,gran
problems,problemas
centurythe,centurythe
degradation,degradación
man,uno
pauperism,pauperismo
corruption,corrupción
woman,mujer
hunger,hambre
crippling,lisiar
children,niños
lack,falta
lightare,lightare
so,por lo que
long,largo
social,social
asphyxia,asfixia
is,es
possible,posible
part,parte
worldin,Mundo
other,otros
words,palabras
still,todavía
wider,más amplia
significance,significado
so,por lo que
long,largo
ignorance,ignorancia
poverty,pobreza
exist,Existen
earth,tierra
books,libros
nature,naturaleza
les,el
miserables,miserables
not,no
fail,Fail
be,ser
use,uso
hauteville,Hauteville
house,Casa
fantine,Fantine
book,libro
firsta,firsta
just,sólo
man,uno
chapter,capítulo
im,En
myriel,Myriel
m,m
charlesfrancoisbienvenu,charlesfrancoisbienvenu
myriel,Myriel
was,fue
bishop,Obispo
d,d
was,fue
old,viejo
man,uno
about,Acerca de
seventyfive,seventyfive
years,años
age,edad
had,había
see,Ver
d,d
detail,detalle
has,ha
connection,conexión
whatever,cualquiera que sea
real,real
substance,sustancia
relate,se relacionan con
not,no
be,ser
superfluous,superfluo
merely,simplemente
sake,Sake
exactness,exactitud
points,puntos
mention,mención
here,aquí
various,varios
rumors,rumores
remarks,observaciones
had,había
circulation,tráfico
very,muy
moment,momento
arrived,llegó
diocese,Diócesis
true,true
false,falso
is,es
men,hombres
often,a menudo
occupies,ocupa
important,importante
place,lugar
lives,vive
destinies,destinos
m,m
myriel,Myriel
was,fue
son,sonido
councillor,Concejal
parliament,Parlamento
aix,AIX
hence,por lo tanto
belonged,perteneció
nobility,nobleza
bar,Bar
was,fue
father,padre
destining,destinar
be,ser
heir,heredero
own,propia
post,Exponer
had,había
very,muy
early,temprano
age,edad
eighteen,dieciocho
twenty,veinte
accordance,acuerdo
custom,personalizado
is,es
rather,más bien
widely,ampliamente
prevalent,frecuente
parliamentary,parlamentaria
families,familias
spite,rencor
marriage,matrimonio
however,sin embargo
was,fue
charles,Charles
great,gran
deal,Deal
talk,charla
was,fue
well,bien
rather,más bien
short,corto
stature,estatura
elegant,elegante
graceful,agraciado
intelligent,inteligente
whole,conjunto
first,primera
portion,porción
life,vida
had,había
world,mundo
gallantry,gallardía
revolution,Revolución
came,vino
events,eventos
other,otros
precipitation,precipitación
parliamentary,parlamentaria
families,familias
were,fueron
m,m
charles,Charles
italy,Italia
very,muy
beginning,principio
revolution,Revolución
wife,esposa
died,murió
malady,mal
chest,pecho
had,había
long,largo
had,había
children,niños
took,tomó
place,lugar
fate,destino
m,m
myriel,Myriel
ruin,ruina
french,Francés
society,sociedad
olden,antiguos
days,días
fall,caída
own,propia
family,familia
tragic,trágico
spectacles,muestra
were,fueron
perhaps,tal vez
even,incluso
more,más
alarming,alarmante
emigrants,emigrantes
distance,distancia
magnifying,lupa
powers,poderes
terrordid,terrordid
cause,causa
ideas,ideas
renunciation,renuncia
solitude,Soledad
germinate,germinar
was,fue
midst,medio
distractions,distracciones
affections,afecciones
life,vida
suddenly,de repente
mysterious,misterioso
terrible,terrible
blows,golpes
sometimes,a veces
striking,pulso
heart,corazón
man,uno
public,público
catastrophes,desastres
not,no
shake,Shake
striking,pulso
existence,existencia
fortune,fortuna
one,uno
have,han
was,fue
was,fue
returned,volvió
italy,Italia
was,fue
priest,sacerdote
m,m
myriel,Myriel
was,fue
cure,curación
b,b
brignolles,brignolles
was,fue
already,ya
years,años
lived,vivió
very,muy
manner,manera
epoch,época
coronation,coronación
petty,pequeños
affair,asunto
connected,conectado
curacyjust,curacyjust
is,es
not,no
precisely,precisamente
knowntook,knowntook
paris,París
other,otros
powerful,potente
persons,personas
whom,quien
went,fue
solicit,solicitar
aid,ayuda
parishioners,feligreses
was,fue
m,m
le,el
cardinal,Cardenal
fesch,Nifty
day,día
emperor,Emperador
had,había
visit,visita
uncle,tío
worthy,digna
cure,curación
was,fue
waiting,espera
anteroom,antesala
found,encontrados
present,presente
majesty,Majestad
passed,pasado
napoleon,Napoleón
finding,encontrar
observed,observado
certain,ciertos
curiosity,curiosidad
old,viejo
man,uno
turned,vuelta
round,Ronda
said,dijo
abruptly,abruptamente
is,es
good,buena
man,uno
is,es
staring,mirando
m,m
myriel,Myriel
looking,mirando
good,buena
man,uno
great,gran
man,uno
profit,beneficio
very,muy
evening,noche
emperor,Emperador
asked,preguntó
cardinal,Cardenal
name,nombre
cure,curación
time,tiempo
afterwards,luego
myriel,Myriel
was,fue
utterly,completamente
learn,aprender
had,había
bishop,Obispo
d,d
truth,verdad
was,fue
there,allí
stories,historias
were,fueron
early,temprano
portion,porción
m,m
myriels,myriels
one,uno
knew,sabía
very,muy
few,pocos
families,familias
had,había
myriel,Myriel
family,familia
revolution,Revolución
m,m
myriel,Myriel
had,había
undergo,someterse a
fate,destino
newcomer,recién llegado
little,poco
many,muchos
mouths,Bocas
very,muy
few,pocos
heads,cabezas
was,fue
undergo,someterse a
was,fue
bishop,Obispo
was,fue
bishop,Obispo
rumors,rumores
name,nombre
was,fue
were,fueron
rumors,rumores
sayings,refranes
words,palabras
less,menos
wordspalabres,wordspalabres
energetic,energética
language,idioma
south,sur
expresses,expresa
however,sin embargo
be,ser
years,años
episcopal,Episcopal
power,potencia
residence,residencia
d,d
stories,historias
subjects,temas
conversation,conversación
engross,entre
petty,pequeños
towns,ciudades
petty,pequeños
people,personas
outset,principio
had,había
profound,profundo
oblivion,olvido
one,uno
have,han
mention,mención
one,uno
have,han
recall,Recall
m,m
myriel,Myriel
had,había
d,d
accompanied,acompañado
elderly,ancianos
spinster,solterona
mademoiselle,Mademoiselle
baptistine,baptistine
was,fue
sister,hermana
years,años
junior,Junior
only,sólo
domestic,nacionales
was,fue
female,mujer
servant,criado
same,mismo
age,edad
mademoiselle,Mademoiselle
baptistine,baptistine
named,el nombre
madame,Señora
magloire,Magloire
having,tener
servant,criado
m,m
le,el
cure,curación
now,ahora
assumed,asume
double,doble
title,Título
maid,Maid
mademoiselle,Mademoiselle
housekeeper,ama de casa
monseigneur,Obispo
mademoiselle,Mademoiselle
baptistine,baptistine
was,fue
long,largo
pale,pálido
thin,fina
gentle,suave
creature,criatura
realized,se dio cuenta de
ideal,ideal
expressed,expresó
word,Palabra
respectable,respetable
seems,parece
woman,mujer
needs,necesidades
be,ser
mother,madre
order,orden
be,ser
venerable,venerable
had,había
never,nunca
pretty,bonita
whole,conjunto
life,vida
had,había
nothing,nada
succession,sucesión
holy,Santo
deeds,obras
finally,Finalmente
sort,tipo
pallor,palidez
transparency,transparencia
advanced,avanzado
years,años
had,había
be,ser
beauty,belleza
goodness,bondad
had,había
leanness,delgadez
youth,Juventud
had,había
transparency,transparencia
maturity,madurez
diaphaneity,diafanidad
allowed,permitido
angel,Ángel
be,ser
was,fue
soul,alma
rather,más bien
virgin,Virgen
person,persona
seemed,parecía
shadow,sombra
was,fue
hardly,apenas
sufficient,suficiente
body,cuerpo
provide,proporcionar
sex,sexo
little,poco
matter,materia
enclosing,adjuntando
light,luz
large,grande
eyes,ojos
forever,para siempre
mere,más
pretext,pretexto
souls,almas
remaining,restante
earth,tierra
madame,Señora
magloire,Magloire
was,fue
little,poco
fat,grasa
white,Blanco
old,viejo
woman,mujer
corpulent,corpulento
bustling,llena
always,siempre
breathin,Talking
first,primera
place,lugar
activity,actividad
next,siguiente
asthma,asma
arrival,llegada
m,m
myriel,Myriel
was,fue
episcopal,Episcopal
palace,Palacio
honors,honores
imperial,Imperial
decrees,decretos
class,clase
bishop,Obispo
immediately,inmediatamente
majorgeneral,majorgeneral
mayor,mayor
president,Presidente
paid,pagado
first,primera
call,llamada
turn,vuelta
first,primera
call,llamada
general,General
prefect,prefecto
installation,instalación
town,ciudad
waited,esperado
see,Ver
bishop,Obispo
work,trabajo
chapter,capítulo
iim,miÃ ©
myriel,Myriel
becomes,se convierte en
m,m
welcome,Bienvenido
episcopal,Episcopal
palace,Palacio
d,d
adjoins,Linda
hospital,Hospital
episcopal,Episcopal
palace,Palacio
was,fue
huge,enorme
beautiful,hermosa
house,Casa
built,construido
stone,piedra
beginning,principio
last,pasado
century,siglo
m,m
henri,Henri
puget,Puget
doctor,Doctor
theology,teología
faculty,Facultad
paris,París
had,había
bishop,Obispo
d,d
palace,Palacio
was,fue
genuine,genuino
seignorial,señorial
residence,residencia
everything,todo
had,había
grand,Grand
airthe,airthe
apartments,apartamentos
bishop,Obispo
drawingrooms,drawingrooms
chambers,cámaras
principal,principal
courtyard,patio
was,fue
very,muy
large,grande
walks,paseos
encircling,cerco
arcades,arcadas
old,viejo
florentine,Florentino
fashion,moda
gardens,jardines
planted,plantado
magnificent,magnífico
trees,árboles
diningroom,comedor
long,largo
superb,excelente
gallery,Galería
was,fue
groundfloor,planta baja
opened,abierto
gardens,jardines
henri,Henri
puget,Puget
had,había
state,Estado
july,Julio
lords,señores
charles,Charles
genlis,Genlis
prince,Príncipe
dembrun,dembrun
antoine,Antoine
mesgrigny,Mesgrigny
capuchin,capuchino
bishop,Obispo
grasse,grasa
philippe,Philippe
vendome,Vendôme
grand,Grand
prior,previa
france,Francia
abbe,Abbe
saint,Saint
de,de
lerins,Lérins
francois,Francois
berton,Berton
crillon,Crillon
bishop,Obispo
baron,Barón
vence,GANA
cesar,Cesar
sabran,sabran
forcalquier,Forcalquier
bishop,Obispo
seignor,Samy
glandeve,glandeve
jean,Jean
soanen,soanen
priest,sacerdote
oratory,Oratorio
preacher,predicador
ordinary,ordinario
king,Rey
bishop,Obispo
seignor,Samy
senez,Senez
portraits,Retratos
reverend,Reverendo
personages,personajes
decorated,decorado
apartment,Apartamento
memorable,memorable
date,fecha
29th,29
july,Julio
was,fue
there,allí
letters,Letras
gold,oro
table,tabla
white,Blanco
marble,mármol
hospital,Hospital
was,fue
low,baja
narrow,estrecho
building,edificio
single,solo
story,historia
small,pequeño
garden,jardín
days,días
arrival,llegada
bishop,Obispo
visited,visitó
hospital,Hospital
visit,visita
ended,terminó
had,había
director,Director
requested,solicitados
be,ser
so,por lo que
good,buena
come,como
house,Casa
director,Director
hospital,Hospital
said,dijo
many,muchos
sick,enfermo
people,personas
present,presente
moment,momento
twentysix,veintiséis
monseigneur,Obispo
was,fue
number,número
counted,contado
said,dijo
bishop,Obispo
beds,camas
pursued,perseguido
director,Director
very,muy
much,mucho
other,otros
is,es
observed,observado
halls,salas
nothing,nada
rooms,habitaciones
is,es
difficulty,dificultad
air,aire
be,ser
seems,parece
then,entonces
is,es
ray,Ray
sun,sol
garden,jardín
is,es
very,muy
small,pequeño
convalescents,convalecientes
was,fue
said,dijo
case,caso
epidemicswe,epidemicswe
typhus,fiebre tifoidea
fever,fiebre
year,año
had,había
sweating,sudoración
sickness,enfermedad
years,años
ago,hace
patients,pacientes
timeswe,timeswe
know,saber
not,no
do,de
is,es
thought,pensamiento
occurred,ocurrió
have,han
director,Director
resign,renunciar
ones,unos
conversation,conversación
took,tomó
place,lugar
gallery,Galería
diningroom,comedor
groundfloor,planta baja
bishop,Obispo
remained,seguía siendo
silent,silencioso
moment,momento
then,entonces
turned,vuelta
abruptly,abruptamente
director,Director
hospital,Hospital
said,dijo
many,muchos
beds,camas
think,pensar
hall,Hall
alone,solo
hold,Hold
monseigneurs,monseigneurs
diningroom,comedor
exclaimed,exclamó
director,Director
bishop,Obispo
cast,Reparto
glance,mirada
round,Ronda
apartment,Apartamento
seemed,parecía
be,ser
taking,tomando
measures,medidas
calculations,cálculos
eyes,ojos
hold,Hold
full,completo
twenty,veinte
beds,camas
said,dijo
speaking,habla
then,entonces
raising,crianza
voice,voz
hold,Hold
monsieur,Sr.
director,Director
hospital,Hospital
tell,Dile
something,algo
is,es
evidently,Evidentemente
mistake,error
here,aquí
small,pequeño
rooms,habitaciones
here,aquí
room,Habitación
sixty,sesenta
is,es
mistake,error
house,Casa
yours,tuyo
give,dar
back,Atrás
house,Casa
home,Inicio
here,aquí
following,siguientes
day,día
thirtysix,Treintayseis
patients,pacientes
were,fueron
bishops,obispos
palace,Palacio
bishop,Obispo
was,fue
hospital,Hospital
m,m
myriel,Myriel
had,había
property,propiedad
family,familia
having,tener
revolution,Revolución
sister,hermana
was,fue
receipt,recibo
yearly,anual
income,ingresos
francs,francos
personal,personal
wants,Quiero
vicarage,Vicaría
m,m
myriel,Myriel
received,recibido
state,Estado
quality,calidad
bishop,Obispo
salary,salario
francs,francos
very,muy
day,día
took,tomó
abode,morada
hospital,Hospital
m,m
myriel,Myriel
settled,colocado
disposition,disposición
sum,suma
once,una vez
following,siguientes
manner,manera
here,aquí
note,Nota
own,propia
hand,mano
note,Nota
regulation,Reglamento
household,hogar
expenses,gastos
little,poco
seminary,Seminario
livres,libros
society,sociedad
mission,Misión
lazarists,Lazaristas
montdidier,Montdidier
seminary,Seminario
foreign,extranjeros
missions,misiones
paris,París
congregation,Congregación
holy,Santo
spirit,Espíritu
religious,religioso
establishments,establecimientos
holy,Santo
charitable,caridad
maternity,maternidad
societies,sociedades
extra,extra
arles,Arles
work,trabajo
amelioration,mejoramiento
prisons,prisiones
work,trabajo
relief,socorro
delivery,entrega
prisoners,presos
liberate,liberar
fathers,padres
families,familias
debt,deuda
addition,Además
salary,salario
poor,pobre
teachers,profesores
diocese,Diócesis
public,público
granary,granero
hautesalpes,hautesalpes
congregation,Congregación
ladies,señoras
d,d
manosque,Manosque
sisteron,Sisteron
gratuitous,gratuito
instruction,instrucción
poor,pobre
girls,niñas
poor,pobre
personal,personal
expenses,gastos
total,total
m,m
myriel,Myriel
made,hecho
change,cambio
arrangement,arreglo
entire,todo
period,período
occupied,ocupado
see,Ver
d,d
has,ha
called,llamado
regulating,regulación
household,hogar
expenses,gastos
arrangement,arreglo
was,fue
absolute,absoluta
submission,Presentación
mademoiselle,Mademoiselle
baptistine,baptistine
holy,Santo
woman,mujer
regarded,Mira
monseigneur,Obispo
d,d
same,mismo
time,tiempo
brother,hermano
bishop,Obispo
friend,amigo
according,según
flesh,carne
superior,superior
according,según
church,Iglesia
simply,simplemente
loved,Amado
bowed,se inclinó
acted,actuado
yielded,rindió
adherence,adherencia
only,sólo
servant,criado
madame,Señora
magloire,Magloire
grumbled,se quejó
little,poco
be,ser
bishop,Obispo
had,había
only,sólo
thousand,mil
livres,libros
added,añadido
pension,Pension
mademoiselle,Mademoiselle
baptistine,baptistine
made,hecho
francs,francos
year,año
fifteen,quince
francs,francos
old,viejo
women,mujeres
old,viejo
man,uno
subsisted,subsistido
village,aldea
curate,cura
came,vino
d,d
bishop,Obispo
still,todavía
means,significa
entertain,entretener
thanks,Gracias
severe,severa
economy,economía
madame,Señora
magloire,Magloire
intelligent,inteligente
administration,Administración
mademoiselle,Mademoiselle
baptistine,baptistine
day,día
had,había
d,d
months,meses
bishop,Obispo
said,dijo
still,todavía
quite,bastante
think,pensar
so,por lo que
madame,Señora
magloire,Magloire
has,ha
not,no
even,incluso
allowance,subsidio
department,Departamento
owes,debe
expense,gasto
carriage,carro
town,ciudad
journeys,viajes
diocese,Diócesis
was,fue
customary,consuetudinario
bishops,obispos
former,ex
days,días
hold,Hold
cried,-exclamó
bishop,Obispo
quite,bastante
right,derecho
madame,Señora
magloire,Magloire
made,hecho
demand,demanda
time,tiempo
afterwards,luego
general,General
council,Consejo
took,tomó
demand,demanda
consideration,consideración
voted,votado
annual,anual
sum,suma
francs,francos
heading,partida
allowance,subsidio
m,m
bishop,Obispo
expenses,gastos
carriage,carro
expenses,gastos
posting,registro
expenses,gastos
pastoral,pastoral
visits,visitas
great,gran
outcry,protesta
local,local
burgesses,ciudadanos
senator,Senador
empire,Imperio
former,ex
member,miembro
council,Consejo
brumaire,Brumario
was,fue
magnificent,magnífico
senatorial,senatorial
office,Oficina
vicinity,vecindad
town,ciudad
d,d
wrote,escribió
m,m
bigot,Bigot
preameneu,Preameneu
minister,Ministro
public,público
worship,adoración
very,muy
angry,enojado
confidential,confidencial
note,Nota
subject,Asunto
authentic,auténtico
lines,líneas
expenses,gastos
carriage,carro
be,ser
town,ciudad
less,menos
thousand,mil
inhabitants,habitantes
expenses,gastos
journeys,viajes
is,es
use,uso
trips,viajes
first,primera
place,lugar
posting,registro
be,ser
mountainous,montañosa
parts,piezas
roads,caminos
one,uno
travels,viajes
otherwise,de lo contrario
horseback,caballo
even,incluso
bridge,Puente
durance,Durance
chateauarnoux,chateauarnoux
barely,apenas
support,apoyo
oxteams,oxteams
priests,sacerdotes
thus,así
greedy,codiciosos
avaricious,avaro
man,uno
played,jugado
good,buena
priest,sacerdote
first,primera
came,vino
now,ahora
does,hace
rest,resto
have,han
carriage,carro
postingchaise,postingchaise
have,han
luxuries,lujos
bishops,obispos
olden,antiguos
days,días
oh,Oh
priesthood,sacerdocio
things,cosas
not,no
go,Go
well,bien
m,m
le,el
comte,Condado
emperor,Emperador
has,ha
blackcapped,blackcapped
rascals,bribones
pope,Papa
matters,Asuntos
were,fueron
getting,conseguir
rome,Roma
part,parte
caesar,Caesar
alone,solo
etc,etc.
etc,etc.
other,otros
hand,mano
affair,asunto
afforded,que brinda
great,gran
delight,delicia
madame,Señora
magloire,Magloire
good,buena
said,dijo
mademoiselle,Mademoiselle
baptistine,baptistine
monseigneur,Obispo
began,comenzó
other,otros
people,personas
has,ha
wind,viento
has,ha
charities,organizaciones benéficas
now,ahora
here,aquí
thousand,mil
francs,francos
last,pasado
same,mismo
evening,noche
bishop,Obispo
wrote,escribió
handed,manos
sister,hermana
memorandum,Memorando
following,siguientes
terms,términos
expenses,gastos
carriage,carro
circuit,circuito
furnishing,objeto de decoración
meat,carne
soup,sopa
patients,pacientes
hospital,Hospital
livres,libros
maternity,maternidad
charitable,caridad
society,sociedad
aix,AIX
maternity,maternidad
charitable,caridad
society,sociedad
draguignan,Draguignan
foundlings,expósitos
orphans,huérfanos
total,total
such,tales
was,fue
m,m
myriels,myriels
chance,oportunidad
episcopal,Episcopal
perquisites,requisitos previos
fees,honorarios
marriage,matrimonio
bans,prohibiciones
dispensations,dispensaciones
private,privado
baptisms,bautizos
sermons,sermones
benedictions,bendiciones
churches,iglesias
chapels,capillas
marriages,matrimonios
bishop,Obispo
levied,impuestos
wealthy,Rico
more,más
asperity,aspereza
bestowed,otorgado
needy,necesitados
time,tiempo
offerings,Ofertas
money,dinero
had,había
knocked,golpeado
m,m
myriels,myriels
latter,este último
search,búsqueda
alms,limosna
former,ex
came,vino
deposit,depósito
less,menos
year,año
bishop,Obispo
had,había
treasurer,Tesorero
benevolence,benevolencia
cashier,Cajero
distress,señal de socorro
considerable,considerable
sums,sumas
money,dinero
hands,manos
nothing,nada
induce,inducir
make,hacer
change,cambio
whatever,cualquiera que sea
mode,modo
life,vida
add,Añadir
anything,nada
superfluous,superfluo
bare,sólo
necessities,necesidades
far,ahora
is,es
always,siempre
more,más
wretchedness,miseria
is,es
brotherhood,Hermandad
was,fue
away,distancia
so,por lo que
speak,hablar
was,fue
was,fue
water,agua
dry,seco
soil,suelo
matter,materia
much,mucho
money,dinero
received,recibido
never,nunca
had,había
then,entonces
stripped,despojado
usage,uso
being,ser
bishops,obispos
announce,Anunciar
baptismal,bautismal
names,nombres
head,cabeza
charges,cargos
pastoral,pastoral
letters,Letras
poor,pobre
people,personas
countryside,campo
had,había
sort,tipo
affectionate,cariñoso
instinct,instinto
names,nombres
prenomens,prenomens
bishop,Obispo
had,había
meaning,significado
never,nunca
anything,nada
monseigneur,Obispo
bienvenu,Bienvenido
welcome,Bienvenido
follow,Siga
example,ejemplo
also,también
call,llamada
thus,así
occasion,oportunidad
name,nombre
moreover,por otra parte
appellation,denominación de origen
pleased,satisfechos
name,nombre
said,dijo
bienvenu,Bienvenido
makes,hace
monseigneur,Obispo
not,no
claim,reclamación
portrait,Retrato
herewith,por la presente
presented,presentado
is,es
probable,probable
ourselves,nosotros mismos
stating,indicando
resembles,se asemeja a
original,Texto original en
chapter,capítulo
iiia,IIIA
hard,duro
bishopric,Obispado
good,buena
bishop,Obispo
bishop,Obispo
did,hizo
not,no
omit,omitir
pastoral,pastoral
visits,visitas
had,había
carriage,carro
alms,limosna
diocese,Diócesis
d,d
is,es
fatiguing,fatiga
very,muy
few,pocos
plains,Llanos
great,gran
many,muchos
mountains,montañas
